ID,Nationality,Club,Age,Value,Wage,Name,Special
200130,DR Congo,GFC Ajaccio,24,900K,2K,R. Mulumba,1798
206530,Norway,Strømsgodset IF,22,850K,1K,M. Høibråten,1556
235714,Mexico,Monterrey,17,850K,8K,M. Domínguez,1669
51394,England,Notts County,35,270K,4K,K. Nolan,1857
186562,Northern Ireland,Charlton Athletic,26,775K,4K,J. Magennis,1757
200387,Ghana,Royal Antwerp FC,27,675K,5K,W. Owusu,1737
202179,England,Walsall,23,875K,3K,Z. Ismail,1534
211395,Saudi Arabia,Al Fayha,24,875K,5K,A. Al Salem,1781
232643,Germany,1. FC Kaiserslautern,21,825K,5K,L. Guwara,1619
237763,Japan,Shimizu S-Pulse,26,675K,2K,M. Musaka,1748
212420,France,Charlton Athletic,23,750K,3K,M. Sarr,1417
232900,Austria,FK Austria Wien,24,850K,6K,C. Monschein,1512
146373,St Kitts Nevis,FC Dallas,32,350K,2K,A. Harris,1839
213957,Italy,Lazio,21,1M,9K,L. Crecco,1723
166853,England,AFC Wimbledon,29,500K,3K,D. Charles,1720
202182,Finland,Odds BK,27,675K,2K,R. Riski,1809
239814,France,Royal Antwerp FC,21,825K,3K,D. Batubinsika,1449
215239,Argentina,Club Atlético Tigre,30,600K,4K,J. Mansilla,1841
222151,Turkey,Alanyaspor,27,600K,4K,B. Parlak,1600
229831,Mexico,Club León,20,975K,6K,O. Rodríguez,1662
186823,Portugal,CD Aves,32,350K,3K,Pedrinho,1731
198600,Mexico,Santos Laguna,26,675K,13K,J. Enríquez,1737
202952,Korea Republic,Jeju United FC,29,475K,2K,Park Jin Po,1815
158664,Kosovo,1. FC Nürnberg,31,550K,4K,E. Alushi,1754
159944,Chile,Deportes Iquique,33,260K,1K,P. Lezceno,1692
184520,Hungary,Jeonnam Dragons,31,575K,3K,R. Feczesin,1688
190152,Spain,SV Mattersburg,28,575K,7K,César Ortiz,1424
228809,Argentina,Vélez Sarsfield,22,1M,4K,A. Doffo,1571
235977,Serbia,Kayserispor,21,975K,3K,M. Stevanović,1601
239049,Nigeria,Evkur Yeni Malatyaspor,20,925K,3K,O. Azubuike,1598
184009,Brazil,Medicana Sivasspor,31,575K,4K,Leandrinho,1601
190665,England,Oxford United,26,775K,4K,J. Obika,1575
228810,Ghana,Vitória Guimarães,22,1M,3K,J. Amoah,1679
137163,United States,Philadelphia Union,35,150K,2K,B. Carroll,1671
137419,Italy,Frosinone,30,475K,1K,A. Russo,1326
160203,Chile,CD Huachipato,33,260K,2K,A. Busteño,1528
232907,Japan,Kashiwa Reysol,32,375K,4K,H. Otani,1517
192971,Turkey,Medicana Sivasspor,26,625K,4K,R. Şimşek,1698
198604,Norway,Odds BK,26,650K,2K,J. Nilsen,1831
201932,Korea Republic,Daegu FC,29,500K,3K,Kim Dong Woo,1505
214988,Argentina,Defensa y Justicia,23,925K,4K,L. Miranda,1850
216012,Argentina,San Jose Earthquakes,30,475K,2K,A. Imperiale,1409
231628,Spain,Valencia CF,19,975K,5K,Rafa Mir,1565
232908,Japan,Omiya Ardija,26,775K,2K,A. Barada,1693
181452,Mali,Le Havre AC,29,500K,2K,O. Sissoko,1013
210381,Greece,SK Sturm Graz,23,750K,5K,C. Lykogiannis,1835
216269,Germany,FC Erzgebirge Aue,26,650K,2K,S. Hertner,1752
226509,Iceland,Aalesunds FK,22,875K,2K,A. Þrándarson,1799
198094,United States,Minnesota Thunder,29,500K,3K,C. Warner,1835
204238,France,Clermont Foot 63,28,650K,2K,T. Guerbert,1829
215758,England,Barnsley,21,1M,3K,J. McCarthy,1737
166862,England,Sheffield United,31,425K,11K,J. Wright,1489
160207,Chile,Curicó Unido,33,400K,2K,J. Adelalla,1812
184527,Italy,Perugia,28,650K,2K,M. Mustacchio,1765
207824,France,Chamois Niortais FC,23,900K,2K,T. Vion,1545
229072,Poland,Jagiellonia Białystok,26,800K,4K,L. Sekulski,1535
160209,Chile,Audax Italiano,29,625K,2K,J. Calesti,1779
232657,Armenia,Newell's Old Boys,31,575K,4K,M. Guevgeozián,1425
236241,Bolivia,,24,0,0,G. Viscarra,909
238801,Germany,Chemnitzer FC,24,675K,1K,J. Dem,1688
240081,Russia,Lokomotiv Moscow,18,575K,5K,I. Lapshov,1647
234706,England,Watford,19,1.2M,7K,B. Mason,1671
238802,Germany,1. FC Magdeburg,25,775K,1K,P. Türpitz,1652
180690,Saudi Arabia,Al Shabab,34,200K,9K,A. Ateef,1879
193746,Turkey,Galatasaray SK,26,625K,13K,T. Çamdal,1846
139475,England,Cardiff City,32,375K,8K,G. Halford,1742
206035,Azerbaijan,Gimnàstic de Tarragona,24,750K,3K,Eddy,1818
221907,Morocco,FC Utrecht,19,900K,2K,B. Ould-Chikh,1656
227539,Portugal,Estoril Praia,23,775K,2K,Pedro Monteiro,1352
168403,Italy,Salernitana,31,425K,2K,R. Schiavi,1473
212948,Cameroon,Sevilla Atlético,21,925K,1K,F. Ondoa,1202
232148,Hungary,Sporting Kansas City,20,1M,2K,D. Sallói,1589
237780,Japan,Cerezo Osaka,27,750K,2K,K. Yamamura,1817
239572,South Africa,Kaizer Chiefs,27,675K,1K,B. Jayiya,1736
182228,Belgium,Royal Excel Mouscron,28,500K,4K,J. Huyghebaert,1696
206549,United States,Montreal Impact,31,400K,2K,E. Bush,1128
212949,Belgium,Waasland-Beveren,28,500K,4K,N. De Schutter,1635
219861,Colombia,Alianza Petrolera,22,900K,1K,C. Flórez,1662
223445,France,AJ Auxerre,23,750K,2K,B. Youssouf,1603
224213,Nigeria,ADO Den Haag,21,750K,3K,T. Ebuehi,1674
234453,Turkey,Medicana Sivasspor,24,800K,4K,C. Özdemir,1724
200918,Austria,FC Admira Wacker Mödling,25,850K,3K,C. Knasmüllner,1681
137686,Netherlands,Excelsior,34,325K,3K,A. Hadouir,1647
210134,Saudi Arabia,Al Ahli,25,750K,9K,M. Al Fatil,1391
236246,England,Liverpool,19,1.4M,13K,O. Ejaria,1703
197079,Germany,Sportfreunde Lotte,28,575K,1K,J. Acquistapace,1472
202199,England,AFC Wimbledon,23,800K,7K,G. Long,1066
205015,Scotland,Coventry City,23,750K,4K,J. Grimmer,1702
216535,Germany,VfL Bochum,23,750K,4K,J. Bandowski,1693
216791,England,Leeds United,22,900K,18K,M. Pennington,1547
51159,Portugal,FC Thun,35,280K,3K,N. Ferreira,1823
198104,Germany,SpVgg Unterhaching,28,525K,1K,D. Stahl,1805
199384,Austria,SK Sturm Graz,28,500K,6K,F. Koch,1735
210392,Northern Ireland,Oldham Athletic,22,950K,2K,R. McLaughlin,1756
215256,Argentina,Racing Club de Avellaneda,24,750K,3K,R. Saravia,1635
216280,Belgium,Waasland-Beveren,22,650K,2K,M. Goblet,1122
221144,Spain,Real Zaragoza,23,875K,3K,Alain Oyarzun,1718
198873,South Africa,,27,0,0,D. Claasen,1868
203225,Australia,SK Sturm Graz,25,700K,5K,J. Jeggo,1808
214489,Colombia,La Equidad,36,90K,1K,M. Restrepo,1724
158937,Austria,LASK Linz,31,575K,6K,R. Gartler,1644
162265,Poland,Legia Warszawa,34,260K,2K,R. Cierzniak,1176
235225,Portugal,Tondela,22,750K,2K,Pité,1728
228058,Austria,SpVgg Greuther Fürth,22,825K,3K,L. Gugganig,1667
197851,Japan,F.C. Tokyo,30,425K,3K,A. Hayashi,1276
201179,Italy,Milan,26,575K,16K,A. Donnarumma,930
20699,Sweden,Hammarby IF,36,200K,1K,K. Bakırcıoğlu,1693
234203,Netherlands,Ajax,19,950K,2K,C. Eiting,1748
223452,Turkey,Akhisar Belediyespor,27,675K,5K,M. Çelik,1612
234972,Senegal,US Orléans Loiret Football,25,875K,2K,A. Gomis,1520
205533,Denmark,Aarhus GF,26,675K,4K,A. Juel Andersen,1727
210653,Mexico,U.N.A.M.,25,650K,5K,L. Quintana,1545
220637,Spain,FC Barcelona B,23,750K,2K,Moi Delgado,1642
160221,Chile,CD Palestino,25,725K,2K,A. Sebrino,1764
237533,Brazil,Grupo Desportivo de Chaves,25,650K,2K,Victor Massaia,1373
190685,Mali,Le Havre AC,28,675K,3K,M. Dembélé,1623
198622,Faroe Islands,AC Horsens,24,825K,3K,H. Hansson,1725
200158,Germany,VfL Osnabrück,29,500K,1K,M. Appiah,1562
202974,Korea Republic,Sangju Sangmu FC,26,625K,3K,Sin Se Gye,1834
208862,France,ES Troyes AC,25,750K,6K,J. Giraudon,1536
212958,United States,D.C. United,26,625K,2K,K. Opare,1503
217054,Panama,San Jose Earthquakes,25,725K,2K,H. Cummings,1497
234462,Turkey,Alanyaspor,33,325K,3K,H. Yılmaz,925
138719,England,Chesterfield,31,575K,5K,C. O'Grady,1585
205535,Denmark,SønderjyskE,26,750K,4K,T. Kløve,1696
220127,Portugal,CD Feirense,27,750K,4K,João Silva,1513
226783,United States,San Jose Earthquakes,23,725K,2K,F. Alashe,1703
230623,Turkey,Bursaspor,23,925K,5K,S. Bakış,1461
234463,Argentina,Club Atlético Huracán,23,1M,6K,N. Solís,1587
198624,Republic of Ireland,St. Johnstone FC,24,750K,2K,J. Shaughnessy,1495
202208,Australia,Newcastle Jets,24,825K,1K,D. Petratos,1770
207584,Sweden,IFK Göteborg,28,675K,3K,M. Boman,1606
184288,France,Bolton Wanderers,28,525K,10K,D. Dervite,1419
143073,Argentina,Club Atlético Patronato,38,90K,2K,I. Furios,1427
214497,Colombia,Atlético Huila,25,825K,1K,A. Ricaurte,1693
221665,Sweden,AIK Solna,27,600K,3K,R. Lindkvist,1806
226273,United States,New York Red Bulls,24,900K,2K,S. Davis,1791
229601,Portugal,FC Paços de Ferreira,27,600K,3K,João Góis,1659
236001,Brazil,Real Zaragoza,19,1.2M,2K,Raí,1549
192481,England,Ipswich Town,25,800K,6K,D. Rowe,1582
194785,Northern Ireland,Burton Albion,25,700K,3K,T. Flanagan,1459
199394,Brazil,Gangwon FC,26,775K,2K,Diego Maurício,1684
199906,Russia,FC Rostov,25,800K,9K,I. Kireev,1749
206562,Wales,Norwich City,22,925K,9K,L. Thompson,1742
221666,England,Real Salt Lake,28,650K,3K,L. Mulholland,1831
231394,Portugal,Legia Warszawa,21,1M,2K,Hildeberto Pereira,1898
238562,Germany,SC Preußen Münster,25,775K,1K,P. Hoffmann,1667
188386,France,Stade Brestois 29,29,650K,3K,E. Butin,1624
203491,Republic of Ireland,Millwall,23,900K,9K,A. O'Brien,1692
206563,Scotland,Rangers,24,825K,12K,J. Holt,1809
208099,Croatia,Jagiellonia Białystok,26,650K,3K,I. Runje,1365
210147,Saudi Arabia,Al Ahli,29,475K,10K,M. Al Harbi,1707
224995,Colombia,La Equidad,22,800K,1K,W. Pacheco,1634
159972,Chile,San Luis de Quillota,33,260K,1K,N. Birones,1813
189412,France,Cardiff City,26,700K,8K,L. Damour,1814
193252,Austria,SK Rapid Wien,29,475K,6K,T. Schrammel,1807
199909,Austria,LASK Linz,29,525K,4K,P. Pervan,966
203749,England,Plymouth Argyle,25,700K,3K,S. Bradley,1452
204773,Algeria,Clermont Foot 63,26,575K,2K,M. Jeannin,1058
212709,United States,D.C. United,26,625K,2K,T. Kemp,1774
220901,Spain,Blackburn Rovers,21,800K,2K,David Raya,1143
164581,Canada,Vancouver Whitecaps FC,30,475K,2K,M. de Jong,1843
181477,Australia,Newcastle Jets,30,475K,2K,N. Boogaard,1332
206054,Germany,VfL Bochum,23,850K,5K,S. Gündüz,1778
208614,Poland,Wisła Płock,23,675K,2K,A. Uryga,1607
151270,England,Doncaster Rovers,36,220K,2K,J. Coppinger,1778
231910,Korea Republic,Suwon Samsung Bluewings,22,900K,3K,Kim Gun Hee,1604
236518,France,AS Nancy Lorraine,19,1.1M,6K,A. Nordin,1627
202215,United States,Houston Dynamo,28,550K,2K,J. Willis,1129
215527,Netherlands,Willem II,27,525K,3K,F. Heerkens,1532
159975,Chile,CD O'Higgins,33,400K,2K,I. Jarano,1699
228327,Norway,Vålerenga Fotball,25,875K,2K,F. Azemi,1734
169447,New Zealand,Wellington Phoenix,30,600K,2K,M. McGlinchey,1802
176103,Slovenia,Urawa Red Diamonds,33,400K,4K,Z. Ljubijankič,1791
179687,Mexico,Pachuca,30,475K,8K,J. Martínez,1809
205288,Spain,UD Almería,27,575K,2K,Fernando,1151
202985,Korea Republic,Pohang Steelers,29,475K,3K,Kim Dae Ho,1744
138729,Denmark,Aalborg BK,34,325K,5K,K. Risgård,1810
219625,Argentina,Arsenal de Sarandí,22,750K,3K,F. Cardozo,1535
223721,Colombia,Envigado FC,22,900K,1K,D. Londoño,1609
241129,Serbia,FC Tosno,25,850K,7K,N. Trujic,1572
199658,Belgium,Walsall,24,850K,3K,F. Cuvelier,1853
202730,Brazil,Gangwon FC,25,675K,3K,Gerson,1609
214762,Argentina,Club Atlético Lanús,24,700K,3K,N. Avellaneda,1086
215786,France,AC Ajaccio,26,700K,2K,Y. Boé-Kane,1665
234730,France,Dijon FCO,20,750K,4K,V. Rosier,1629
235754,Spain,UD Las Palmas,24,725K,5K,Borja Herrera,1805
223979,Spain,NAC Breda,18,1.2M,2K,Paolo Fernandes,1678
232683,Japan,Júbilo Iwata,27,525K,2K,T. Nakamura,1572
169451,Scotland,Ross County FC,31,575K,3K,M. Gardyne,1756
193771,England,Morecambe,25,825K,3K,A. Wildig,1702
214508,Colombia,Águilas Doradas,31,425K,1K,C. Pérez,1613
229868,Italy,Ascoli,24,700K,1K,D. Mignanelli,1653
237548,Tunisia,Dijon FCO,25,700K,5K,O. Haddadi,1630
179692,United States,Philadelphia Union,31,575K,3K,C. Davies,1676
199917,England,Charlton Athletic,23,975K,4K,J. Forster-Caskey,1816
226541,Turkey,Fenerbahçe SK,22,975K,14K,U. Zeybek,1746
227565,Spain,Lorca Deportiva CF,22,775K,6K,Tropi,1715
231405,Germany,Chemnitzer FC,21,775K,1K,E. Mbende,1374
232429,Japan,Júbilo Iwata,27,750K,2K,K. Kawamata,1555
111085,Spain,Lorca Deportiva CF,35,150K,2K,Abel Gómez,1739
53741,England,Exeter City,30,600K,4K,L. Holmes,1669
205038,Denmark,Arka Gdynia,24,775K,2K,F. Helstrup,1470
214510,Colombia,Águilas Doradas,28,650K,1K,L. Mosquera,1892
221934,Scotland,St. Johnstone FC,24,875K,2K,S. Scougall,1732
169198,Mexico,Querétaro,36,90K,2K,M. Jiménez,1717
235502,Brazil,Al Faisaly,26,750K,7K,Luisinho,1634
239342,Burkina Faso,LOSC Lille,20,875K,6K,H. Koffi,1010
199407,Netherlands,VVV-Venlo,28,525K,4K,D. Post,1732
211439,South Africa,Orlando Pirates,29,650K,1K,T. Gabuza,1572
215279,Germany,MSV Duisburg,24,775K,2K,T. Albutat,1706
237551,France,RC Lens,22,975K,3K,T. Ephestion,1702
211952,Germany,1. FC Heidenheim,24,875K,5K,M. Thiel,1649
148720,Norway,Strømsgodset IF,31,425K,2K,H. Hauger,1708
176368,Korea Republic,Ulsan Hyundai Horang-i,31,425K,2K,Kim Chang Soo,1796
143601,Argentina,Vancouver Whitecaps FC,36,220K,2K,M. Rosales,1688
217585,Netherlands,ADO Den Haag,22,725K,3K,B. Kuipers,1736
221425,Japan,Urawa Red Diamonds,25,775K,4K,K. Nagasawa,1545
226801,United States,Sporting Kansas City,25,675K,2K,S. Abdul-Salaam,1583
169713,Jamaica,Rotherham United,28,500K,4K,S. Cummings,1735
231410,Spain,Manchester City,17,1.3M,15K,Brahim Díaz,1560
232946,Japan,Kashiwa Reysol,26,750K,4K,K. Taketomi,1700
240114,Brazil,CF Os Belenenses,24,700K,2K,Cleylton Santos,1320
191218,Canada,,31,0,0,D. Jaković,1473
189171,England,Bradford City,25,675K,3K,A. Chicksen,1693
194035,Germany,FSV Zwickau,27,600K,1K,N. Miatke,1794
212980,Turkey,Rot-Weiß Erfurt,27,650K,1K,B. Dabanli,1421
158196,France,Southend United,35,300K,3K,M. Fortuné,1653
230132,Serbia,RC Celta de Vigo,21,1M,6K,D. Dražić,1630
234740,Morocco,Willem II,20,1.2M,4K,M. El Hankouri,1722
236532,Germany,SC Freiburg,20,925K,5K,R. Koch,1478
178164,Norway,Strømsgodset IF,28,525K,2K,K. Madsen,1529
181492,Australia,Western Sydney Wanderers,31,425K,3K,R. Cornthwaite,1344
169461,Northern Ireland,Notts County,29,625K,6K,M. O'Connor,1832
235253,Germany,1. FC Nürnberg,20,1M,3K,P. Kammerbauer,1793
239861,Qatar,KAS Eupen,23,750K,3K,A. Fadlalla,1780
214774,Argentina,Club Atlético Lanús,23,900K,4K,J. Valdez Chamorro,1851
189942,Italy,Carpi,27,550K,1K,A. Ligi,1297
190454,Norway,Strømsgodset IF,25,675K,1K,S. Ringstad,1792
223479,Russia,FC Tosno,30,475K,6K,S. Sukharev,1645
159991,Chile,Club de Deportes Temuco,25,700K,1K,J. Pardaneos,1692
200952,Germany,FSV Zwickau,28,650K,1K,M. Könnecke,1694
201208,Canada,West Ham United,24,750K,17K,D. Henry,1575
220152,Senegal,Parma,25,775K,2K,Y. Baraye,1691
229624,Spain,Córdoba CF,26,825K,4K,Sergi Guardiola,1603
193272,Austria,Hannover 96,24,600K,6K,S. Şahin-Radlinger,1005
139257,Switzerland,FC St. Gallen,32,375K,3K,D. Lopar,1061
205049,Australia,Tondela,23,750K,2K,N. Ansell,1488
221177,France,Bourg en Bresse Péronnas 01,23,900K,2K,J. Bègue,1714
232697,Argentina,Club Atlético Patronato,26,650K,3K,L. Geminiani,1601
235257,Portugal,Vitória Setúbal,22,700K,2K,Pedro Pinto,1493
177657,Norway,Viking FK,30,475K,2K,A. Nordvik,1716
7674,Italy,Hellas Verona,39,40K,3K,F. Coppola,1022
208122,Sweden,Kalmar FF,27,600K,2K,V. Agardius,1631
213242,France,OGC Nice,23,900K,7K,A. Tamèze,1695
169210,Mexico,Puebla,33,260K,3K,G. Venegas,1568
52474,Norway,Aalesunds FK,34,325K,2K,B. Riise,1878
223227,Netherlands,Excelsior,26,775K,3K,K. Vermeulen,1800
225019,Mexico,Santos Laguna,20,1.3M,5K,R. Cisneros,1593
235515,Spain,UD Las Palmas,21,1.2M,5K,Benito,1552
202748,Korea Republic,Jeonbuk Hyundai Motors,26,700K,4K,Ko Moo Yeol,1666
212732,United States,Houston Dynamo,26,625K,2K,D. Remick,1727
233980,Brazil,Sport Club do Recife,25,550K,4K,Jallyson Neto,1776
188924,Poland,Arka Gdynia,29,475K,3K,T. Socha,1705
200701,Italy,Foggia,25,850K,2K,G. Beretta,1570
222461,Portugal,Boavista FC,22,950K,2K,Rochinha,1622
209662,Netherlands,Roda JC Kerkrade,26,700K,3K,M. Rosheuvel,1684
202495,Lebanon,Sporting Kansas City,24,825K,3K,S. Saad,1666
176383,Germany,VfL Osnabrück,31,425K,1K,T. Danneberg,1782
214016,Colombia,Asociacion Deportivo Cali,24,700K,1K,H. Mojica,1740
163584,England,AFC Wimbledon,35,130K,2K,P. Robinson,1458
232192,Luxembourg,Olympique Lyonnais,20,850K,10K,C. Martins Pereira,1672
234496,England,Cardiff City,23,775K,8K,O. Bogle,1575
228353,Belgium,Sporting Charleroi,22,725K,4K,G. Hendrickx,1747
232193,Korea Republic,Jeonnam Dragons,24,675K,2K,Ko Tae Won,1399
235521,Spain,CF Reus Deportiu,19,900K,1K,Carbonell,1731
235777,Guinea,Amkar Perm,24,650K,5K,S. Konde,1478
188417,Uruguay,San Martín de San Juan,31,475K,3K,A. Fernández,1772
196353,England,Swindon Town,28,425K,11K,C. Hussey,1757
214274,Colombia,CPD Junior Barranquilla,25,500K,1K,J. Chunga,1073
216834,France,Clermont Foot 63,26,625K,2K,M. Perez,1743
233730,Ivory Coast,FC Sochaux-Montbéliard,21,975K,8K,Y. Meité,1592
235266,Germany,FC Bayern Munich,17,975K,6K,C. Früchtl,903
240898,Spain,Real Betis Balompié,21,850K,5K,Francis,1534
201219,Italy,Carpi,25,675K,1K,D. Giorico,1742
207619,Guyana,Philadelphia Union,26,550K,2K,W. Creavalle,1716
214019,Colombia,Asociacion Deportivo Cali,25,625K,1K,D. Giraldo,1694
156675,Scotland,Aberdeen,30,400K,3K,A. Considine,1562
232963,Japan,Kashima Antlers,23,800K,4K,T. Kanamori,1660
234755,Zimbabwe,Kaizer Chiefs,25,675K,1K,E. Chirambadare,1515
239875,Brazil,CS Marítimo,27,450K,3K,Bebeto,1707
191235,Germany,Rot-Weiß Erfurt,28,450K,1K,C. Menz,1684
200196,Paraguay,Bahía Blanca,26,575K,4K,O. Gaona Lugo,1659
205572,Netherlands,Heracles Almelo,27,450K,3K,H. Zeinstra,1071
212228,England,Wigan Athletic,21,975K,14K,I. Toney,1668
221700,Korea Republic,Pohang Steelers,25,525K,2K,No Dong Geon,1095
180740,Australia,Newcastle Jets,32,300K,2K,N. Topor-Stanley,1477
229381,Colombia,Jaguares Fútbol Club,25,650K,1K,P. Rojas,1602
199686,England,Envigado FC,28,450K,1K,G. Saunders,1648
200710,Spain,C.D. Leonesa S.A.D.,29,450K,2K,Palatsí,1191
206086,England,Doncaster Rovers,21,750K,7K,H. Toffolo,1753
214534,Colombia,Corporación Club Deportivo Tuluá,30,500K,1K,A. Tapia,1782
225542,England,Vitesse,20,875K,3K,C. Colkett,1703
232454,Japan,Vegalta Sendai,31,375K,2K,Y. Hiraoka,1341
233478,Slovenia,Empoli,23,825K,1K,M. Zajc,1607
234502,Denmark,Randers FC,25,600K,4K,K. Enghardt,1596
177414,England,Port Vale,31,475K,5K,T. Pope,1643
218887,Switzerland,FC Luzern,22,850K,3K,O. Custodio,1704
222215,Norway,Molde FK,22,775K,2K,P. Strand,1889
232712,Argentina,Estudiantes de La Plata,20,950K,4K,B. Cascini,1775
205321,Scotland,Ross County FC,23,675K,2K,J. Naismith,1672
211721,Germany,SC Fortuna Köln,28,500K,1K,M. Pazurek,1783
221705,England,Fleetwood Town,21,925K,2K,K. Dempsey,1734
156681,Sweden,IF Elfsborg,35,250K,2K,L. Nilsson,1691
194569,Denmark,Silkeborg IF,25,675K,4K,C. Sloth,1691
221706,Cape Verde,CS Marítimo,22,825K,2K,Diney,1391
221962,Korea Republic,Ulsan Hyundai Horang-i,22,875K,2K,Suh Myeong Won,1565
233994,Brazil,Vitória ,29,400K,4K,Kainho Selva,1557
189962,Congo,Atiker Konyaspor,29,425K,5K,W. Moke,1600
138251,Scotland,St. Johnstone FC,31,350K,2K,R. Foster,1618
223499,Argentina,Banfield,22,775K,4K,M. Asenjo,1512
52491,Norway,Strømsgodset IF,37,40K,1K,E. Bugge Pettersen,1122
211212,Tunisia,Al Fateh,25,675K,8K,A. Oueslati,1754
214028,Colombia,Asociacion Deportivo Cali,26,675K,1K,C. Amaya,1602
223756,Germany,FC Luzern,22,850K,3K,M. Schulz,1640
219661,Poland,Chievo Verona,22,650K,4K,P. Jaroszyński,1675
239117,Romania,,23,0,0,A. Baluta,1641
231950,Croatia,Jeonnam Dragons,27,550K,2K,V. Jugović,1819
238862,Brazil,Portimonense SC,23,650K,2K,Lucas Possignolo,1397
239118,Romania,,23,0,0,B. Tiru,1369
240654,Spain,FC Barcelona B,19,1M,2K,Carles Pérez,1659
239119,England,Walsall,24,600K,3K,L. Leahy,1804
177679,Germany,SV Meppen,27,450K,1K,D. Vrzogic,1727
198160,Jamaica,Montreal Impact,30,400K,2K,S. Francis,1636
205072,Denmark,Aarhus GF,24,625K,3K,D. Pedersen,1700
205584,England,Rotherham United,24,725K,3K,M. Ihiekwe,1456
221456,England,Bolton Wanderers,20,925K,15K,R. Burke,1445
226576,Colombia,Atletico Nacional Medellin,24,775K,2K,A. Rodríguez,1688
212753,Australia,Melbourne City,21,800K,3K,S. Mauk,1749
220433,Spain,Real Sporting de Gijón,23,525K,2K,Óscar Whalley,1137
221713,United States,Montreal Impact,25,475K,2K,D. Lovitz,1769
232209,Guinea,Wisła Płock,26,650K,3K,José Kanté,1626
190481,Norway,Hammarby IF,29,400K,2K,M. Solheim,1733
212242,Germany,SV Wehen Wiesbaden,22,850K,1K,R. Andrich,1754
230418,Brazil,Associação Atlética Ponte Preta,29,425K,5K,Henrique Jardinel,1704
53778,England,Northampton Town,34,280K,3K,M. Richards,1620
197907,Mexico,Monarcas Morelia,26,650K,4K,M. Sansores,1597
212243,Germany,Hansa Rostock,24,625K,1K,V. Ranković,1651
214035,Colombia,Envigado FC,23,550K,1K,J. Martínez,1073
228883,Germany, SSV Jahn Regensburg,20,925K,6K,B. Gimber,1418
230931,Senegal,Boavista FC,24,675K,2K,I. Faye,1629
49939,Switzerland,FC Zürich,35,130K,3K,A. Nef,1326
184083,France,SC Preußen Münster,30,400K,1K,S. Tritz,1574
190995,Australia,Rochdale,25,650K,3K,B. Inman,1644
211988,United States,Fortuna Düsseldorf,24,725K,7K,J. Kiesewetter,1583
212244,Germany,Holstein Kiel,22,650K,7K,C. Lenz,1626
219668,Burkina Faso,La Berrichonne de Châteauroux,24,675K,2K,S. Sawadogo,1492
158228,Montenegro,FC Sion,30,400K,5K,E. Zverotić,1850
228116,Venezuela,,27,0,0,A. Figuera,1723
232724,Japan,Western Sydney Wanderers,29,525K,3K,J. Kusukami,1596
234004,Brazil,Associação Chapecoense de Futebol,33,220K,5K,Tomás Nuninho,1645
238868,Portugal,Portimonense SC,23,525K,2K,Carlos Henriques,955
200981,Italy,AD Alcorcón,25,600K,4K,N. Dumitru,1618
156437,Germany, SSV Jahn Regensburg,32,300K,3K,P. Pentke,1195
222485,Germany,Brøndby IF,26,425K,4K,B. Bellot,1133
229653,Russia,Tromsø IL,23,725K,1K,S. Gasanov,1611
239637,Madagascar,Ohod Club,27,575K,6K,C. Andriamahitsinoro,1585
193557,England,Newport County,25,700K,4K,F. Nouble,1581
202518,Austria,Wolfsberger AC,27,575K,4K,C. Wernitznig,1735
208918,Saudi Arabia,Al Faisaly,30,400K,7K,M. Al Bishi,1350
221206,Sweden,AFC Eskilstuna,28,425K,2K,D. Björnquist,1611
193302,Poland,Roda JC Kerkrade,26,450K,3K,F. Kurto,1089
207639,Republic of Ireland,Bury,23,775K,3K,C. Reilly,1855
207895,Germany,Sportfreunde Lotte,28,450K,1K,T. Wendel,1583
223511,Morocco,Evkur Yeni Malatyaspor,27,500K,4K,I. Chebake,1634
164375,Italy,Cesena,31,375K,1K,A. Esposito,1272
212248,Germany,1. FC Magdeburg,22,775K,1K,F. Lohkemper,1611
223512,France,Tours FC,29,550K,3K,S. Clémence,1571
186136,Republic of Ireland,St. Patrick's Athletic,28,550K,1K,C. Fagan,1623
193304,Poland,Jagiellonia Białystok,29,400K,3K,L. Burliga,1760
214809,Argentina,Belgrano de Córdoba,29,400K,4K,S. Luna,1843
230681,Italy,Udinese,19,900K,4K,G. Pezzella,1556
